episode,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward,cumulative_reward
1,1.620000000000001,0.0,0.0,2.04187169824,0.0,0.0,0.0,0.0,0.0,1.41646200757,0.0,0.0,0.0,379.871777746,379.871777746,379.871777746,379.871777746,15.1722587981,405.266519537
1,1.680000000000001,0.0,0.0,2.12438601954,0.0,0.0,0.0,0.0,0.0,1.33411584629,0.0,0.0,0.0,376.7388194,376.7388194,376.7388194,376.7388194,15.1920507945,420.458570332
1,1.740000000000001,0.0,0.0,2.20174766136,0.0,0.0,0.0,0.0,0.0,1.24470803634,0.0,0.0,0.0,373.881304721,373.881304721,373.881304721,373.881304721,15.2117523264,435.670322658
1,1.8000000000000012,0.0,0.0,2.27356240011,0.0,0.0,0.0,0.0,0.0,1.14921843691,0.0,0.0,0.0,371.365303929,371.365303929,371.365303929,371.365303929,15.2312175183,450.901540176
1,1.8600000000000012,0.0,0.0,2.33946151556,0.0,0.0,0.0,0.0,0.0,1.04751856842,0.0,0.0,0.0,368.787049758,368.787049758,368.787049758,368.787049758,15.2503688959,466.151909072
1,1.9200000000000013,0.0,0.0,2.39909059231,0.0,0.0,0.0,0.0,0.0,0.940212965283,0.0,0.0,0.0,366.42685028,366.42685028,366.42685028,366.42685028,15.2691196406,481.421028713
1,1.9800000000000013,0.0,0.0,2.45213100341,0.0,0.0,0.0,0.0,0.0,0.827890189915,0.0,0.0,0.0,364.288252522,364.288252522,364.288252522,364.288252522,15.2873667363,496.708395449
1,2.0400000000000014,0.0,0.0,2.49829439469,0.0,0.0,0.0,0.0,0.0,0.710971039962,0.0,0.0,0.0,362.315928028,362.315928028,362.315928028,362.315928028,15.3050226356,512.013418085
1,2.1000000000000014,0.0,0.0,2.53733595433,0.0,0.0,0.0,0.0,0.0,0.590485901237,0.0,0.0,0.0,360.751597651,360.751597651,360.751597651,360.751597651,15.3219735757,527.33539166
1,2.1600000000000015,0.0,0.0,2.56903333763,0.0,0.0,0.0,0.0,0.0,0.466154272662,0.0,0.0,0.0,359.099137057,359.099137057,359.099137057,359.099137057,15.3381719182,542.673563578
1,2.2200000000000015,0.0,0.0,2.59320901567,0.0,0.0,0.0,0.0,0.0,0.339749658802,0.0,0.0,0.0,358.156497542,358.156497542,358.156497542,358.156497542,15.3534893897,558.027052968
1,2.2800000000000016,0.0,0.0,2.60976889567,0.0,0.0,0.0,0.0,0.0,0.212280691826,0.0,0.0,0.0,357.636814075,357.636814075,357.636814075,357.636814075,15.3677945336,573.394847502
1,2.3400000000000016,0.0,0.0,2.61860585142,0.0,0.0,0.0,0.0,0.0,0.082305027053,0.0,0.0,0.0,356.59216587,356.59216587,356.59216587,356.59216587,15.3811298811,588.775977383
1,2.4000000000000017,0.0,0.0,2.6196188169,0.0,0.0,0.0,0.0,0.0,-0.048533741619,0.0,0.0,0.0,356.221946256,356.221946256,356.221946256,356.221946256,15.390215038,604.166192421
1,2.4600000000000017,0.0,0.0,2.61276939601,0.0,0.0,0.0,0.0,0.0,-0.179790810724,0.0,0.0,0.0,356.065999193,356.065999193,356.065999193,356.065999193,15.3801023972,619.546294818
1,2.520000000000002,0.0,0.0,2.59802235965,0.0,0.0,0.0,0.0,0.0,-0.311802728745,0.0,0.0,0.0,355.819542272,355.819542272,355.819542272,355.819542272,15.3664279798,634.912722798
1,2.580000000000002,0.0,0.0,2.5753828231,0.0,0.0,0.0,0.0,0.0,-0.442888960907,0.0,0.0,0.0,356.26694677,356.26694677,356.26694677,356.26694677,15.3516011922,650.26432399
1,2.640000000000002,0.0,0.0,2.54490473305,0.0,0.0,0.0,0.0,0.0,-0.573102359834,0.0,0.0,0.0,356.731768261,356.731768261,356.731768261,356.731768261,15.3356760867,665.600000077
1,2.700000000000002,0.0,0.0,2.50666955562,0.0,0.0,0.0,0.0,0.0,-0.70147219968,0.0,0.0,0.0,357.609632971,357.609632971,357.609632971,357.609632971,15.3187194578,680.918719534
1,2.760000000000002,0.0,0.0,2.46080238694,0.0,0.0,0.0,0.0,0.0,-0.827514776902,0.0,0.0,0.0,358.706976868,358.706976868,358.706976868,358.706976868,15.3008063526,696.219525887
1,2.820000000000002,0.0,0.0,2.4074688363,0.0,0.0,0.0,0.0,0.0,-0.950362854157,0.0,0.0,0.0,360.166476768,360.166476768,360.166476768,360.166476768,15.282025854,711.501551741
1,2.880000000000002,0.0,0.0,2.34688889007,0.0,0.0,0.0,0.0,0.0,-1.06907067958,0.0,0.0,0.0,362.009625186,362.009625186,362.009625186,362.009625186,15.2624909321,726.764042673
1,2.940000000000002,0.0,0.0,2.27929582717,0.0,0.0,0.0,0.0,0.0,-1.1841420077,0.0,0.0,0.0,363.674628764,363.674628764,363.674628764,363.674628764,15.2422350767,742.00627775
1,3.000000000000002,0.0,0.0,2.2049738971,0.0,0.0,0.0,0.0,0.0,-1.29337134836,0.0,0.0,0.0,366.186550113,366.186550113,366.186550113,366.186550113,15.2214136649,757.227691415
1,3.0600000000000023,0.0,0.0,2.12426206315,0.0,0.0,0.0,0.0,0.0,-1.3971426825,0.0,0.0,0.0,368.548443913,368.548443913,368.548443913,368.548443913,15.2001197607,772.427811175
1,3.1200000000000023,0.0,0.0,2.0375731512,0.0,0.0,0.0,0.0,0.0,-1.49260606369,0.0,0.0,0.0,371.963891001,371.963891001,371.963891001,371.963891001,15.1785687415,787.606379917
1,3.1800000000000024,0.0,0.0,1.94539025706,0.0,0.0,0.0,0.0,0.0,-1.58027280938,0.0,0.0,0.0,375.154627913,375.154627913,375.154627913,375.154627913,15.156886785,802.763266702
1,3.2400000000000024,0.0,0.0,1.84817803396,0.0,0.0,0.0,0.0,0.0,-1.66024610091,0.0,0.0,0.0,378.27233096,378.27233096,378.27233096,378.27233096,15.1351226975,817.898389399
1,3.3000000000000025,0.0,0.0,1.74644834442,0.0,0.0,0.0,0.0,0.0,-1.73084665816,0.0,0.0,0.0,381.960128612,381.960128612,381.960128612,381.960128612,15.1134472603,833.01183666
1,3.3600000000000025,0.0,0.0,1.64074244594,0.0,0.0,0.0,0.0,0.0,-1.79277736871,0.0,0.0,0.0,385.338572084,385.338572084,385.338572084,385.338572084,15.0919501404,848.1037868
1,3.4200000000000026,0.0,0.0,1.53160826528,0.0,0.0,0.0,0.0,0.0,-1.84511081286,0.0,0.0,0.0,388.993758314,388.993758314,388.993758314,388.993758314,15.070746565,863.174533365
1,3.4800000000000026,0.0,0.0,1.41961319947,0.0,0.0,0.0,0.0,0.0,-1.8881274141,0.0,0.0,0.0,392.486383871,392.486383871,392.486383871,392.486383871,15.0499325631,878.224465928
1,3.5400000000000027,0.0,0.0,1.30537739343,0.0,0.0,0.0,0.0,0.0,-1.91978491148,0.0,0.0,0.0,396.628419205,396.628419205,396.628419205,396.628419205,15.0297109327,893.254176861
1,3.6000000000000028,0.0,0.0,1.18959261571,0.0,0.0,0.0,0.0,0.0,-1.93974101701,0.0,0.0,0.0,400.804203306,400.804203306,400.804203306,400.804203306,15.0102649271,908.264441788
1,3.660000000000003,0.0,0.0,1.07298575838,0.0,0.0,0.0,0.0,0.0,-1.9471667337,0.0,0.0,0.0,405.175334053,405.175334053,405.175334053,405.175334053,14.9917614854,923.256203273
1,3.720000000000003,0.0,0.0,0.95629565253,0.0,0.0,0.0,0.0,0.0,-1.9424955804,0.0,0.0,0.0,409.305565771,409.305565771,409.305565771,409.305565771,14.9743106476,938.230513921
1,3.780000000000003,0.0,0.0,0.840288685176,0.0,0.0,0.0,0.0,0.0,-1.92437289903,0.0,0.0,0.0,413.800632594,413.800632594,413.800632594,413.800632594,14.9580929585,953.18860688
1,3.840000000000003,0.0,0.0,0.725751678638,0.0,0.0,0.0,0.0,0.0,-1.89347603385,0.0,0.0,0.0,417.973657793,417.973657793,417.973657793,417.973657793,14.9432269474,968.131833827
1,3.900000000000003,0.0,0.0,0.613462044487,0.0,0.0,0.0,0.0,0.0,-1.84944002102,0.0,0.0,0.0,422.179432336,422.179432336,422.179432336,422.179432336,14.92983052,983.061664347
1,3.960000000000003,0.0,0.0,0.505293623622,0.0,0.0,0.0,0.0,0.0,-1.75602669401,0.0,0.0,0.0,437.883024823,437.883024823,437.883024823,437.883024823,14.9202887574,997.981953104
1,4.020000000000002,0.0,0.0,0.403776310922,0.0,0.0,0.0,0.0,0.0,-1.62769301649,0.0,0.0,0.0,448.464480378,448.464480378,448.464480378,448.464480378,14.9152057921,1012.8971589
1,4.080000000000001,0.0,0.0,0.310745510516,0.0,0.0,0.0,0.0,0.0,-1.47312230928,0.0,0.0,0.0,456.10000562,456.10000562,456.10000562,456.10000562,14.9139326787,1027.81109158
1,4.14,0.0,0.0,0.22748886046,0.0,0.0,0.0,0.0,0.0,-1.30188897312,0.0,0.0,0.0,460.713508588,460.713508588,460.713508588,460.713508588,14.91585553,1042.72694711
1,4.199999999999998,0.0,0.0,0.154899724045,0.0,0.0,0.0,0.0,0.0,-1.117550471,0.0,0.0,0.0,464.231355521,464.231355521,464.231355521,464.231355521,14.9206228948,1057.64757
1,4.259999999999997,0.0,0.0,0.0934509766646,0.0,0.0,0.0,0.0,0.0,-0.930569851231,0.0,0.0,0.0,464.647760576,464.647760576,464.647760576,464.647760576,14.9275970171,1072.57516702
1,4.319999999999996,0.0,0.0,0.0432074970858,0.0,0.0,0.0,0.0,0.0,-0.744072202523,0.0,0.0,0.0,464.189081085,464.189081085,464.189081085,464.189081085,14.9363012109,1087.51146823
1,4.379999999999995,0.0,0.0,0.00411106152235,0.0,0.0,0.0,0.0,0.0,-0.559032677535,0.0,0.0,0.0,463.500564552,463.500564552,463.500564552,463.500564552,14.9465790596,1102.45804729
1,4.439999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.373039727866,0.0,0.0,0.0,463.59396243,463.59396243,463.59396243,463.59396243,14.9608430232,1117.41889031
2,0.06,0.0,0.0,0.0057323530801,0.0,0.0,0.0,0.0,0.0,0.191065092311,0.0,0.0,0.0,464.897478005,464.897478005,464.897478005,464.897478005,14.9889813513,14.9889813513
2,0.12000000000000001,0.0,0.0,0.0231610957004,0.0,0.0,0.0,0.0,0.0,0.389845641812,0.0,0.0,0.0,467.251951262,467.251951262,467.251951262,467.251951262,14.9733453833,29.9623267345
2,0.18,0.0,0.0,0.0528463580175,0.0,0.0,0.0,0.0,0.0,0.599576201616,0.0,0.0,0.0,470.620450624,470.620450624,470.620450624,470.620450624,14.9586290168,44.9209557513
2,0.23999999999999996,0.0,0.0,0.0956482335685,0.0,0.0,0.0,0.0,0.0,0.827016043704,0.0,0.0,0.0,476.023326934,476.023326934,476.023326934,476.023326934,14.9444411019,59.8653968532
2,0.3,0.0,0.0,0.152712926325,0.0,0.0,0.0,0.0,0.0,1.07494051219,0.0,0.0,0.0,482.271549759,482.271549759,482.271549759,482.271549759,14.930572513,74.7959693661
2,0.36000000000000004,0.0,0.0,0.225503231168,0.0,0.0,0.0,0.0,0.0,1.35111837737,0.0,0.0,0.0,490.77579573,490.77579573,490.77579573,490.77579573,14.9166737229,89.7126430891
2,0.4200000000000001,0.0,0.0,0.315997875413,0.0,0.0,0.0,0.0,0.0,1.66496727832,0.0,0.0,0.0,501.925843678,501.925843678,501.925843678,501.925843678,14.9022160132,104.614859102
2,0.48000000000000015,0.0,0.0,0.426810804753,0.0,0.0,0.0,0.0,0.0,2.028226411,0.0,0.0,0.0,516.246021753,516.246021753,516.246021753,516.246021753,14.8865705159,119.501429618
2,0.5400000000000001,0.0,0.0,0.56138369329,0.0,0.0,0.0,0.0,0.0,2.45671926796,0.0,0.0,0.0,534.648192258,534.648192258,534.648192258,534.648192258,14.8689065158,134.370336134
2,0.6000000000000002,0.0,0.0,0.724321331359,0.0,0.0,0.0,0.0,0.0,2.97334301475,0.0,0.0,0.0,558.649269868,558.649269868,558.649269868,558.649269868,14.8480010797,149.218337214
2,0.6600000000000003,0.0,0.0,0.921652757806,0.0,0.0,0.0,0.0,0.0,3.60261346527,0.0,0.0,0.0,588.188702981,588.188702981,588.188702981,588.188702981,14.8225256192,164.040862833
2,0.7200000000000003,0.0,0.0,1.16111156481,0.0,0.0,0.0,0.0,0.0,4.37672444651,0.0,0.0,0.0,624.533661137,624.533661137,624.533661137,624.533661137,14.7908778257,178.831740659
2,0.7800000000000004,0.0,0.0,1.45247701972,0.0,0.0,0.0,0.0,0.0,5.33152322246,0.0,0.0,0.0,667.831618207,667.831618207,667.831618207,667.831618207,14.7512965548,193.583037213
2,0.8400000000000004,0.0,0.0,1.80754320764,0.0,0.0,0.0,0.0,0.0,6.49815666745,0.0,0.0,0.0,716.586624123,716.586624123,716.586624123,716.586624123,14.7025015907,208.285538804
2,0.9000000000000005,0.0,0.0,2.23951147516,0.0,0.0,0.0,0.0,0.0,7.89225592738,0.0,0.0,0.0,767.78124666,767.78124666,767.78124666,767.78124666,14.6445349611,222.930073765
2,0.9600000000000005,0.0,0.0,2.76138981714,0.0,0.0,0.0,0.0,0.0,9.49183390833,0.0,0.0,0.0,815.414313683,815.414313683,815.414313683,815.414313683,14.5802369172,237.510310682
2,1.0200000000000005,0.0,0.0,3.38360260879,0.0,0.0,0.0,0.0,0.0,11.2331455161,0.0,0.0,0.0,853.888395331,853.888395331,853.888395331,853.888395331,14.5158299412,252.026140624
2,1.0800000000000005,0.0,0.0,4.11173546957,0.0,0.0,0.0,0.0,0.0,13.0193166334,0.0,0.0,0.0,879.199966142,879.199966142,879.199966142,879.199966142,14.4601709738,266.486311597
2,1.1400000000000006,0.0,0.0,4.94564261643,0.0,0.0,0.0,0.0,0.0,14.7567224263,0.0,0.0,0.0,892.299028897,892.299028897,892.299028897,892.299028897,14.4220709141,280.908382511
2,1.2000000000000006,0.0,0.0,5.88057574932,0.0,0.0,0.0,0.0,0.0,16.3856740891,0.0,0.0,0.0,897.891978993,897.891978993,897.891978993,897.891978993,14.4074197471,295.315802259
2,1.2600000000000007,0.0,0.0,6.90911221592,0.0,0.0,0.0,0.0,0.0,17.8765850372,0.0,0.0,0.0,899.690320007,899.690320007,899.690320007,899.690320007,14.4187777135,309.734579972
2,1.3200000000000007,0.0,0.0,8.02268758792,0.0,0.0,0.0,0.0,0.0,19.2207552267,0.0,0.0,0.0,900.056721548,900.056721548,900.056721548,900.056721548,14.456302676,324.190882648
2,1.3800000000000008,0.0,0.0,9.21252920318,0.0,0.0,0.0,0.0,0.0,20.4197513319,0.0,0.0,0.0,899.93213222,899.93213222,899.93213222,899.93213222,14.5188406516,338.7097233
2,1.4400000000000008,0.0,0.0,10.4701848221,0.0,0.0,0.0,0.0,0.0,21.4824874293,0.0,0.0,0.0,900.012356518,900.012356518,900.012356518,900.012356518,14.6045120402,353.31423534
2,1.5000000000000009,0.0,0.0,11.7877585143,0.0,0.0,0.0,0.0,0.0,22.4184948545,0.0,0.0,0.0,900.128238395,900.128238395,900.128238395,900.128238395,14.7112605029,368.025495843
2,1.560000000000001,0.0,0.0,13.1578930701,0.0,0.0,0.0,0.0,0.0,23.2361453773,0.0,0.0,0.0,899.92093994,899.92093994,899.92093994,899.92093994,14.8371656088,382.862661452
2,1.620000000000001,0.0,0.0,14.5739187818,0.0,0.0,0.0,0.0,0.0,23.9497928246,0.0,0.0,0.0,900.233500318,900.233500318,900.233500318,900.233500318,14.9800675554,397.842729007
2,1.680000000000001,0.0,0.0,16.0298640366,0.0,0.0,0.0,0.0,0.0,24.5684000128,0.0,0.0,0.0,900.267780301,900.267780301,900.267780301,900.267780301,15.1380730137,412.980802021
2,1.740000000000001,0.0,0.0,17.520334505,0.0,0.0,0.0,0.0,0.0,25.1021725076,0.0,0.0,0.0,900.239439035,900.239439035,900.239439035,900.239439035,15.309458576,428.290260597
2,1.8000000000000012,0.0,0.0,19.0405377821,0.0,0.0,0.0,0.0,0.0,25.5609358482,0.0,0.0,0.0,900.174001741,900.174001741,900.174001741,900.174001741,15.4925783527,443.782838949
2,1.8600000000000012,0.0,0.0,20.5863091267,0.0,0.0,0.0,0.0,0.0,25.9557250085,0.0,0.0,0.0,900.383926479,900.383926479,900.383926479,900.383926479,15.685815807,459.468654756
2,1.9200000000000013,0.0,0.0,22.1539346953,0.0,0.0,0.0,0.0,0.0,26.2906674104,0.0,0.0,0.0,899.924528227,899.924528227,899.924528227,899.924528227,15.8880231886,475.356677945
2,1.9800000000000013,0.0,0.0,23.7401549459,0.0,0.0,0.0,0.0,0.0,26.5766047559,0.0,0.0,0.0,899.921104712,899.921104712,899.921104712,899.921104712,16.0979022099,491.454580155
2,2.0400000000000014,0.0,0.0,25.3422143959,0.0,0.0,0.0,0.0,0.0,26.8195922489,0.0,0.0,0.0,899.809275177,899.809275177,899.809275177,899.809275177,16.3143332441,507.768913399
2,2.1000000000000014,0.0,0.0,26.9577431134,0.0,0.0,0.0,0.0,0.0,27.026398035,0.0,0.0,0.0,899.817879942,899.817879942,899.817879942,899.817879942,16.5363520296,524.305265429
2,2.1600000000000015,0.0,0.0,28.5847379699,0.0,0.0,0.0,0.0,0.0,27.2025025963,0.0,0.0,0.0,899.878081175,899.878081175,899.878081175,899.878081175,16.7631097242,541.068375153
2,2.2200000000000015,0.0,0.0,30.2215785119,0.0,0.0,0.0,0.0,0.0,27.3551320811,0.0,0.0,0.0,900.390711351,900.390711351,900.390711351,900.390711351,16.993742766,558.062117919
2,2.2800000000000016,0.0,0.0,31.8668665128,0.0,0.0,0.0,0.0,0.0,27.4846306541,0.0,0.0,0.0,900.402491124,900.402491124,900.402491124,900.402491124,17.2278047858,575.289922705
2,2.3400000000000016,0.0,0.0,33.5192893859,0.0,0.0,0.0,0.0,0.0,27.5934551271,0.0,0.0,0.0,900.256669454,900.256669454,900.256669454,900.256669454,17.4649330559,592.75485576
2,2.4000000000000017,0.0,0.0,35.1776537177,0.0,0.0,0.0,0.0,0.0,27.6831415924,0.0,0.0,0.0,899.857319139,899.857319139,899.857319139,899.857319139,17.7047782704,610.459634031
2,2.4600000000000017,0.0,0.0,36.8410092707,0.0,0.0,0.0,0.0,0.0,27.7601364921,0.0,0.0,0.0,900.036867048,900.036867048,900.036867048,900.036867048,17.9467440431,628.406378074
2,2.520000000000002,0.0,0.0,38.50865841,0.0,0.0,0.0,0.0,0.0,27.8265195054,0.0,0.0,0.0,900.242398524,900.242398524,900.242398524,900.242398524,18.1904026064,646.59678068
2,2.580000000000002,0.0,0.0,40.1799473564,0.0,0.0,0.0,0.0,0.0,27.8817375119,0.0,0.0,0.0,900.095280056,900.095280056,900.095280056,900.095280056,18.435629164,665.032409844
2,2.640000000000002,0.0,0.0,41.8542664293,0.0,0.0,0.0,0.0,0.0,27.9277506612,0.0,0.0,0.0,899.988978044,899.988978044,899.988978044,899.988978044,18.6822245367,683.714634381
2,2.700000000000002,0.0,0.0,43.5311580872,0.0,0.0,0.0,0.0,0.0,27.9676414326,0.0,0.0,0.0,900.15439782,900.15439782,900.15439782,900.15439782,18.9298666949,702.644501076
2,2.760000000000002,0.0,0.0,45.2102816531,0.0,0.0,0.0,0.0,0.0,28.0022776468,0.0,0.0,0.0,900.307851773,900.307851773,900.307851773,900.307851773,19.1783580929,721.822859169
2,2.820000000000002,0.0,0.0,46.891314749,0.0,0.0,0.0,0.0,0.0,28.0314287707,0.0,0.0,0.0,900.291879002,900.291879002,900.291879002,900.291879002,19.4276392179,741.250498387
2,2.880000000000002,0.0,0.0,48.5740201786,0.0,0.0,0.0,0.0,0.0,28.0580839244,0.0,0.0,0.0,900.624477131,900.624477131,900.624477131,900.624477131,19.6774920182,760.927990405
2,2.940000000000002,0.0,0.0,50.2581451712,0.0,0.0,0.0,0.0,0.0,28.0788936243,0.0,0.0,0.0,900.348995383,900.348995383,900.348995383,900.348995383,19.9280020221,780.855992427
2,3.000000000000002,0.0,0.0,51.9433543579,0.0,0.0,0.0,0.0,0.0,28.0943576043,0.0,0.0,0.0,900.00681761,900.00681761,900.00681761,900.00681761,20.179186648,801.035179075
2,3.0600000000000023,0.0,0.0,53.6294472223,0.0,0.0,0.0,0.0,0.0,28.1083854192,0.0,0.0,0.0,900.165943572,900.165943572,900.165943572,900.165943572,20.4307533769,821.465932452
2,3.1200000000000023,0.0,0.0,55.3163298938,0.0,0.0,0.0,0.0,0.0,28.1207267295,0.0,0.0,0.0,900.247937644,900.247937644,900.247937644,900.247937644,20.6825879983,842.14852045
2,3.1800000000000024,0.0,0.0,57.003889691,0.0,0.0,0.0,0.0,0.0,28.1310079537,0.0,0.0,0.0,900.226318949,900.226318949,900.226318949,900.226318949,20.9347046973,863.083225147
2,3.2400000000000024,0.0,0.0,58.6920131307,0.0,0.0,0.0,0.0,0.0,28.1395582659,0.0,0.0,0.0,900.206005639,900.206005639,900.206005639,900.206005639,21.1870766847,884.270301832
2,3.3000000000000025,0.0,0.0,60.3806128817,0.0,0.0,0.0,0.0,0.0,28.14691497,0.0,0.0,0.0,900.229235361,900.229235361,900.229235361,900.229235361,21.4396470645,905.709948897
2,3.3600000000000025,0.0,0.0,62.0695676559,0.0,0.0,0.0,0.0,0.0,28.1514630252,0.0,0.0,0.0,899.958976009,899.958976009,899.958976009,899.958976009,21.6924839963,927.402432893
2,3.4200000000000026,0.0,0.0,63.7587941944,0.0,0.0,0.0,0.0,0.0,28.1559746753,0.0,0.0,0.0,900.068909919,900.068909919,900.068909919,900.068909919,21.9454473129,949.347880206
2,3.4800000000000026,0.0,0.0,65.4482916146,0.0,0.0,0.0,0.0,0.0,28.1604922525,0.0,0.0,0.0,900.184818381,900.184818381,900.184818381,900.184818381,22.1984519662,971.546332172
2,3.5400000000000027,0.0,0.0,67.1381389445,0.0,0.0,0.0,0.0,0.0,28.1675737359,0.0,0.0,0.0,900.717486538,900.717486538,900.717486538,900.717486538,22.4513465384,993.99767871
2,3.6000000000000028,0.0,0.0,68.8284042669,0.0,0.0,0.0,0.0,0.0,28.1744309414,0.0,0.0,0.0,900.86132366,900.86132366,900.86132366,900.86132366,22.704241962,1016.70192067
2,3.660000000000003,0.0,0.0,70.5190337353,0.0,0.0,0.0,0.0,0.0,28.1797506343,0.0,0.0,0.0,900.78567453,900.78567453,900.78567453,900.78567453,22.9572960434,1039.65921672
